# ko<TAB>zh-Hans
가치 세무회계는 의제매입세액공제를 최대한 활용할 수 있도록 매입 증빙을 수취하는 방식부터 정비합니다. 카드와 현금, 배달 매출을 POS 기록과 대사해 신고 매출의 근거를 남기고, 중개수수료와 광고비는 별도의 비용으로 정확히 인식해 매출이 부풀려지지 않도록 합니다. 인테리어와 주방설비는 상각 방법을 조정해 개업 초기의 세부담을 분산합니다.	VALUE税务会计从采购凭证的取得方式着手整顿，以便最大限度运用拟制进项税额扣除。我们将刷卡、现金与外卖销售同POS记录核对，为申报销售额留下依据；中介手续费与广告费则准确确认为单独费用，避免销售额被虚增。装修与厨房设备则通过调整折旧方法，分散开业初期的税负。
가치 세무회계는 채널별로 흩어진 매출 데이터를 하나의 기준으로 통합하는 작업을 먼저 진행합니다. 플랫폼 정산 내역과 세금계산서·현금영수증 발행 내역을 대사해 신고 매출과 실제 입금액의 차이를 설명할 수 있도록 정리하고, 재고 실사와 반품·쿠폰 처리 기준을 문서로 남겨 소명 요구에 즉시 대응할 수 있는 상태를 유지합니다.	VALUE税务会计首先将按渠道分散的销售数据整合到统一基准之上。我们核对平台结算明细与税务发票、现金收据的开具记录，整理成能够解释申报销售额与实际入账金额差异的形式；并将存货盘点及退货、优惠券的处理标准形成书面文件，使企业随时可以立即应对说明及举证要求。
일용직 노무비는 적격증빙, 원천세, 4대보험 신고가 하나라도 어긋나면 곧바로 추징으로 이어집니다. 지급명세서만 갖춰두고 실제 자금 흐름을 남기지 않으면 가공 인건비로 보아 경비가 부인되므로, 출역일보와 계좌이체 기록을 함께 관리해야 합니다.	日雇劳动者劳务费方面，合格证明文件、代扣税与韩国四大社会保险申报只要有一项不符，便会立即导致追征。若仅备妥收入支付明细表而未留下实际资金流向，将被视为虚构人工费而否认扣除，因此须将出勤日报与银行转账记录一并管理。
사업을 운영하시며 마주하는 수많은 세금 문제, 가치 세무회계가 가장 명쾌한 해답을 드립니다. 단순히 숫자를 기록하는 것을 넘어, 대표님의 사업 가치를 증대시키는 전략적	对于您在经营中遇到的种种税务问题，VALUE税务会计将给出最清晰的答案。我们不止于记录数字，更愿成为提升贵公司事业价值的战略
파트너가 되겠습니다.	伙伴。
공사 진행률에 따른 회계상 손익과 세무상 귀속 시기의 차이를 매 신고마다 맞춰야 합니다. 발주처의 기성 확인 일정과 장부 인식 시점이 어긋나면 과세기간이 통째로 이동하므로, 계약서상 기성 조건을 기준으로 인식 시기를 고정해 두어야 합니다.	每次申报都须调整按完工进度计算的会计损益与税务归属时点之间的差异。若发包方的进度确认日程与账簿确认时点错位，整个纳税期间都会随之移动，因此应以合同约定的进度条件为准固定确认时点。
수출 사실과 선적서류를 갖추고 거래 형태에 맞는 세금계산서 발행 방식을 지켜야 영세율이 인정됩니다. 영세율은 세액이 0일 뿐 신고 의무가 사라지는 것은 아니어서, 첨부서류가 빠지면 영세율 과세표준 신고불성실 가산세가 별도로 부과됩니다.	须具备出口事实与装运单证，并遵守与交易形态相符的税务发票开具方式，零税率方能获得认可。零税率只是税额为零，申报义务并未消失；若遗漏附件，将另行课征零税率计税依据申报不实加算税。
면세 농·축·수산물 매입 증빙만 잘 모아도 부가세를 상당히 줄일 수 있습니다. 개인과 법인, 과세유형에 따라 공제율과 한도가 다르고 계산서 등 증빙이 반드시 있어야 하므로, 거래처를 정하는 단계에서 증빙 발행 여부를 확인해야 합니다.	仅凭妥善收集免税农、畜、水产品的采购凭证，即可大幅降低增值税。抵扣率与限额因个人与法人、征税类型而异，且必须持有发票等凭证，因此应在选定供应商阶段确认对方是否开具凭证。
회계연도를 넘나드는 장기 공사는 미완성공사와 완성공사 계정, 현장별 원가를 정확히 나눠야 합니다. 공통비를 임의로 배부하면 현장별 손익이 왜곡되어 기성 청구액과 세무 손익이 어긋나고, 이후 소명 과정에서 근거를 제시하기 어려워집니다.	跨会计年度的长期工程，须准确划分未完工工程与已完工工程科目以及各工地成本。若随意分摊共同费用，各工地损益将被扭曲，进度请款额与税务损益错位，日后说明及举证时也难以提出依据。
면세사업자는 매년 2월 10일까지 직전 연도 수입금액을 신고해야 하며, 누락하면 가산세가 부과될 수 있습니다. 이 신고 내용이 5월 종합소득세 신고의 기초가 되므로, 현금과 카드, 계좌 입금을 함께 검토해 수입금액을 확정해야 합니다.	免税经营者须于每年2月10日前申报上一年度收入金额，遗漏可能被课征加算税。该申报内容是5月综合所得税申报的基础，因此应将现金、刷卡与账户入账一并审查后确定收入金额。
교습비는 면세이지만 교재와 부교재는 과세로 보아야 하는 경우가 있어 항목 구분이 정확해야 합니다. 수강생에게 실비로 제공하는 교재는 부수 재화로 볼 여지가 있는 반면, 마진을 붙여 판매하면 과세 대상이 되어 겸업 신고가 필요합니다.	学费免税，但教材与辅助教材有时须视为应税，因此项目划分必须准确。按成本价提供给学员的教材有可能被视为附随货物，而加价销售则成为应税对象，需办理兼营申报。
인테리어와 주방설비의 감가상각, 권리금 처리로 개업 초기의 세부담을 분산할 수 있습니다. 임차 매장의 인테리어는 시설장치로 자산 처리한 뒤 상각하는 것이 원칙이며, 임대차 기간이 정해져 있다면 그 기간에 맞춰 상각할 수 있습니다.	通过装修与厨房设备的折旧以及权利金处理，可分散开业初期的税负。承租门店的装修原则上应作为设施装置资本化后计提折旧；若租赁期限已定，也可按该期限摊销。
매 결산마다 자본금과 기술자, 실질자본 요건을 충족해야 면허가 유지됩니다. 실질자본은 확정된 재무제표로 판단하기 때문에 결산이 끝난 뒤에는 되돌리기 어렵고, 기중에 쌓인 가지급금이나 회수 불능 채권이 그대로 차감 요인이 됩니다.	每次决算都须满足资本金、技术人员与实质资本要件，资质方可维持。实质资本以已确定的财务报表判断，决算结束后难以回转；年度中累积的暂付款或无法收回的债权将直接成为扣减因素。
셔틀버스와 임차료, 시설비처럼 학원에서 반복해 발생하는 비용은 손금 인정 요건을 갖춰 관리해야 합니다. 특히 차량 관련 비용은 업무 사용 근거가 남아 있어야 하므로, 운행 기록과 명의 보유 형태를 함께 검토하는 것이 좋습니다.	校车、租金、设施费等补习班反复发生的费用，须按符合损金认定要件的方式管理。特别是车辆相关费用须留有业务使用依据，因此宜将行驶记录与产权持有形式一并审查。
배달 매출과 중개수수료, 광고비를 각각 매출과 비용으로 정확히 인식해야 합니다. 소비자가 결제한 총액이 매출이고 수수료는 별도의 매입이므로, 정산 입금액만 매출로 잡으면 그대로 매출 누락이 되고 비용도 함께 놓치게 됩니다.	外卖销售、中介手续费与广告费须分别准确确认为收入与费用。消费者支付的总额为收入，手续费属另行采购；若仅将结算入账额计为收入，便直接构成销售额遗漏，同时也漏掉了费用。
세금계산서 수취 시기와 매입세액 공제, 하도급 대금 지급 흐름을 함께 관리해야 합니다. 적격증빙 없이 지급한 금액은 공제가 배제되고 증빙불비 가산세까지 따르므로, 지급 단계에서 증빙 수취 여부를 확인하는 절차가 필요합니다.	税务发票的取得时点、进项税额抵扣与分包款支付流向须一并管理。无合格证明文件而支付的金额将被排除抵扣，并附带未备齐证明文件加算税，因此在支付环节须设置确认是否已取得凭证的流程。
의제매입세액공제를 통해 면세 농·축·수산물 매입액의 일정 비율을 매입세액으로 공제받을 수 있습니다. 개인과 법인, 과세유형에 따라 공제율과 한도가 다르고 계산서 등 증빙이 반드시 있어야 하므로 매입 단계부터 챙겨야 합니다.	通过拟制进项税额扣除，可将免税农、畜、水产品采购额的一定比例作为进项税额抵扣。抵扣率与限额因个人与法人、征税类型而异，且必须持有发票等凭证，因此须从采购环节即着手准备。
오픈마켓과 자사몰, 오프라인 매출을 하나로 모아 신고 매출과 일치시켜야 합니다. 플랫폼이 정산해 준 금액이 아니라 소비자가 결제한 총액이 과세표준이므로, 정산 입금액만 매출로 잡으면 수수료만큼 그대로 매출 누락이 됩니다.	须将开放平台、自营商城与线下销售汇总一处，与申报销售额保持一致。计税依据是消费者支付的总额，而非平台结算的金额；若仅将结算入账额计为收入，便会按手续费金额直接构成销售额遗漏。
강사에게 지급하는 대가는 계약의 실질에 따라 사업소득과 근로소득으로 나뉘고, 각각 원천징수와 지급명세서 제출 의무가 따릅니다. 실질과 다르게 처리하면 4대보험과 퇴직금 문제로 함께 번지므로 계약 형태부터 정리해야 합니다.	支付给讲师的报酬按合同的经济实质分为经营所得与工资所得，各自伴随代扣代缴与提交收入支付明细表的义务。若处理方式与实质不符，问题将波及韩国四大社会保险与退职金，因此应先厘清合同形式。
재고 실사와 장부 재고의 차이를 어떻게 처리할지 기준이 있어야 소명이 가능합니다. 장부와 실물의 괴리가 크면 매출 누락이나 가공 매입을 의심받는 대표적인 단서가 되므로, 실사 주기와 차이 원인을 기록으로 남겨야 합니다.	须有处理实盘存货与账面存货差异的标准，才能进行说明及举证。账实差距过大是被怀疑销售额遗漏或虚构采购的典型线索，因此应将盘点周期与差异原因记录在案。
매입세액이 큰 수출기업은 환급이 계속 발생하므로 소명 자료를 표준화해 지연 없이 받아야 합니다. 조기환급은 매월 단위로 신청할 수 있어, 원자재 매입이 몰리는 시기에 확정신고를 기다리지 않고 자금을 회수할 수 있습니다.	进项税额较大的出口企业退税持续发生，应将说明及举证资料标准化以免延迟。提前退税可按月申请，在原材料采购集中时期无须等待确定申报即可回收资金。
지급과 수령 신고, 상계, 제3자 지급 같은 예외 처리를 놓치면 과태료 대상이 됩니다. 세무 신고와 별개의 법령이지만 같은 거래에서 함께 발생하므로, 대금 결제 방식을 정하는 단계에서 신고 의무를 미리 확인해야 합니다.	若遗漏支付与收取申报、抵销、第三方支付等例外处理，将面临罚款。这虽属与税务申报不同的法规，却因同一交易而同时发生，因此应在确定结算方式的阶段预先确认申报义务。
학원 설립·운영 등록 기준에 따라 신고한 교습비와 실제 회계장부가 일치해야 합니다. 교육청에 신고한 교습비, 결제 대행 내역, 장부상 매출이 서로 어긋나면 수입금액 누락으로 이어지므로 정기적으로 대사할 필요가 있습니다.	依补习班设立与运营登记标准所申报的学费，须与实际会计账簿一致。向教育厅申报的学费、支付代理明细与账簿销售额三者若相互错位，将导致收入金额遗漏，因此有必要定期核对。
생산설비 투자에 대한 통합투자세액공제와 감가상각 방법 선택은 투자 시점에 맞춰 결정해야 합니다. 공제와 감면은 중복 적용이 제한되는 조합이 있어, 어느 쪽을 택하는 것이 유리한지 투자 전에 계산해 보는 편이 안전합니다.	生产设备投资的综合投资税额抵免与折旧方法选择，应配合投资时点决定。抵免与减免中存在不得重复适用的组合，因此在投资前计算哪一方更为有利较为稳妥。
연구전담부서나 기업부설연구소를 인정받으면 연구·인력개발비 세액공제를 적용할 수 있습니다. 다만 인건비 배분 근거와 연구노트 같은 증빙이 남아 있어야 하므로, 공제를 염두에 두었다면 지출 시점부터 기록을 관리해야 합니다.	获得研发专责部门或企业附属研究所认定后，即可适用研究及人力开发费税额抵免。但须留有人工费分摊依据与研究笔记等凭证，因此若打算申请抵免，应自费用发生之时起管理记录。
반품과 교환, 쿠폰과 적립금의 매출차감 시기와 부가세 수정을 정확히 반영해야 합니다. 할인 재원을 누가 부담했는지에 따라 차감 대상인지가 달라지므로, 프로모션을 설계하는 단계에서 처리 방향을 정해 두는 것이 좋습니다.	退货与换货、优惠券与积分的销售额扣减时点及增值税更正须准确反映。是否属于扣减对象取决于折扣资金由谁承担，因此宜在设计促销方案的阶段即确定处理方向。
중계무역과 위탁가공무역은 물건이 국내에 들어오지 않아 매출 인식과 과세·영세율 구분이 완전히 다릅니다. 일반 수출과 같은 방식으로 처리하면 과세표준 자체가 어긋나므로, 거래 구조를 설계하는 단계부터 검토가 필요합니다.	转口贸易与委托加工贸易中货物不入境，收入确认与应税、零税率的划分完全不同。若按一般出口方式处理，计税依据本身即会出错，因此从设计交易架构阶段起就需要审查。
가치 세무회계, 최준위 세무사, 가산디지털단지 세무사, 건설업 세무사, 도소매업 세무사, 수출업 세무사, 금천구 세무사, 절세, 세무회계, 법인세, 부가세, 종합소득세, 건설업 세무, 수출입 세무, 세무상담, 세무사	VALUE税务会计, Choi Jun-wi税务师, 加山数码园区税务师, 建设业税务师, 批发零售税务师, 出口业税务师, 衿川区税务师, 节税, 税务会计, 法人税, 增值税, 综合所得税, 建设业税务, 进出口税务, 税务咨询, 税务师
연구전담부서나 기업부설연구소 인정 요건은 인건비 집계만 어긋나도 부인됩니다. 연구 인력이 생산 업무를 겸하는 경우가 많아 배분 근거가 특히 중요하므로, 연구노트와 근무 기록을 지출 시점부터 남겨야 공제가 유지됩니다.	研发专责部门或企业附属研究所的认定要件，仅因人工费归集有误便会被否认。研究人员多兼做生产工作，分摊依据尤为重要，因此须自费用发生之时起留存研究笔记与工作记录，抵免方能维持。
원재료와 재공품, 제품의 재고 평가 기준이 매출원가와 손익을 좌우합니다. 평가방법을 신고하지 않으면 선입선출법이 적용되므로, 원자재 가격 변동이 큰 업종이라면 사업 초기에 유리한 방법을 정해 신고해 두어야 합니다.	原材料、在产品与产成品的存货计价标准左右着销售成本与损益。未申报计价方法则适用先进先出法，因此在原材料价格波动较大的行业，应在开业初期选定有利方法并予以申报。
원칙적으로 내용연수에 걸쳐 감가상각합니다. 다만 설비 투자에 대해서는 통합투자세액공제를 적용받거나 감가상각 방법과 내용연수 선택으로 초기 비용을 앞당길 수 있으므로, 투자 시기와 공제 요건을 함께 검토해야 합니다.	原则上按耐用年限计提折旧。但设备投资可适用综合投资税额抵免，或通过折旧方法与耐用年限的选择将费用前置，因此应将投资时点与抵免要件一并审查。
아르바이트와 주방 인력의 일용직 신고, 4대보험, 원천세 처리는 놓치기 쉬운 부분입니다. 지급명세서를 매월 제출하고 계좌이체 기록을 함께 남기지 않으면 인건비 자체가 경비로 인정되지 않아 세부담이 오히려 커집니다.	兼职人员与厨房人员的日雇劳动者申报、韩国四大社会保险与代扣税处理容易被忽略。若未按月提交收入支付明细表并留存银行转账记录，人工费本身将不被认定为费用，税负反而加重。
수출용 원재료의 관세 환급은 부가세·법인세 처리와 연계해 관리해야 이중으로 손해 보지 않습니다. 환급받은 관세의 익금 산입 시기와 매출원가 조정을 함께 반영하지 않으면 특정 사업연도에 세부담이 몰릴 수 있습니다.	出口用原材料的关税退税须与增值税、法人税处理联动管理，方不致双重受损。若未同时反映已退关税计入益金（计入应税所得）的时点与销售成本调整，税负可能集中于某一纳税年度。
보조금을 받았을 때 익금산입 시기와 자산 차감 처리를 잘못하면 일시적으로 세부담이 급증합니다. 지원금의 성격에 따라 처리 방법이 달라지므로, 수령 단계에서 회계 처리와 세무 조정 방향을 함께 정해 두어야 합니다.	取得补助金时，若计入益金（计入应税所得）的时点或资产扣减处理有误，税负会一时激增。处理方法因补助性质而异，因此应在收取阶段一并确定会计处理与税务调整方向。
면세사업자는 매년 2월 10일까지 직전 연도 수입금액을 신고해야 하며, 누락하면 가산세가 부과될 수 있습니다. 이 신고 내용이 5월 종합소득세 신고의 기초가 되므로 수입금액 검토를 함께 진행하는 것이 좋습니다.	免税经营者须于每年2月10日前申报上一年度收入金额，遗漏可能被课征加算税。该申报内容是5月综合所得税申报的基础，因此宜同时进行收入金额审查。
교육용역에 통상적으로 부수되는 범위인지에 따라 갈립니다. 수강생에게 실비로 제공하는 교재는 부수 재화로 보아 면세될 수 있지만, 별도로 마진을 붙여 판매하면 과세 대상이 되어 과세·면세 겸업 신고가 필요합니다.	取决于是否属于教育服务通常附随的范围。按成本价提供给学员的教材可视为附随货物而免税，但另行加价销售则成为应税对象，需办理应税与免税兼营申报。
장기 도급공사는 대금을 실제로 받은 날이 아니라 계약상 기성고를 확인한 날이 공급시기입니다. 발주처 검수 일정과 발행 시기가 어긋나면 지연발행 가산세가 붙으므로 계약서상 기성 확인 조건을 먼저 확인해야 합니다.	长期承包工程的供给时点，是合同上确认进度的日期，而非实际收款日。若发包方验收日程与开具时点错位，将附加延迟开具加算税，因此须先确认合同中的进度确认条件。
카드와 현금, 배달 매출의 합계가 신고 매출 및 POS 기록과 일치해야 소명이 가능합니다. 결제 수단이 늘어날수록 어긋나는 구간이 생기므로, 매월 같은 방식으로 대사해 차이 원인을 남겨 두는 편이 안전합니다.	刷卡、现金与外卖销售的合计须与申报销售额及POS记录一致，方能说明及举证。支付方式越多，出现错位的区段就越多，因此每月以相同方式核对并留存差异原因较为稳妥。
일용근로소득 지급명세서를 매월 제출하고, 출역일보와 실제 계좌이체 내역이 서로 맞아떨어져야 합니다. 명세서만 있고 자금 흐름이 없으면 가공 인건비로 보아 경비가 부인되고 원천세까지 함께 추징될 수 있습니다.	须按月提交日雇劳动所得收入支付明细表，且出勤日报与实际银行转账明细须相互吻合。若仅有明细表而无资金流向，将被视为虚构人工费而否认扣除，并可能一并追征代扣税。
제조원가명세서와 손익계산서가 맞아떨어져야 하고, 공장 관련 비용은 판매관리비와 별도로 구분해야 합니다. 구분이 흐트러지면 원가율이 왜곡되어 동종업계 대비 이상치로 잡히고, 이후 소명 요구의 출발점이 됩니다.	制造成本明细表与损益表须相互吻合，工厂相关费用须与销售管理费分开列示。划分一旦混乱，成本率即被扭曲，在同业比较中成为异常值，并成为日后说明及举证要求的起点。
음식점업은 현금영수증 의무발행업종에 해당할 수 있으며, 이 경우 건당 10만 원 이상 현금 거래는 상대방이 요구하지 않아도 발행해야 합니다. 미발행 시 거래금액의 20%가 가산세로 부과되어 부담이 큽니다.	餐饮业可能属于现金收据强制开具行业，此时单笔10万韩元以上的现金交易，即使对方未要求也须开具。未开具时按交易金额的20%课征加算税，负担相当沉重。
영세율이 적용되는 사업자는 조기환급을 신청할 수 있습니다. 매월 단위로 신청할 수 있어 원자재 매입이 몰린 시기에 자금 부담을 크게 줄일 수 있으므로, 확정신고까지 기다리지 말고 활용하시는 편이 좋습니다.	适用零税率的经营者可申请提前退税。由于可按月申请，在原材料采购集中时期能大幅减轻资金压力，因此不必等到确定申报，宜及早运用。
신용카드 등 매출세액 공제처럼 업종과 규모에 맞는 공제를 빠짐없이 적용합니다. 직전 연도 공급가액을 기준으로 적용 대상이 갈리고 연간 한도가 있어, 매년 적용 가능 여부를 다시 확인해야 놓치지 않습니다.	我们不遗漏地适用与行业和规模相符的各项抵扣，如信用卡等销售额税额扣除。适用对象以上一年度供应价额为准划分，并设有年度限额，因此每年须重新确认可否适用方不致错失。
근로계약에 따라 지휘와 감독을 받으면 근로소득으로, 독립된 자격으로 용역을 제공하면 사업소득으로 원천징수합니다. 실질과 다르게 처리하면 4대보험과 퇴직금 문제로 번지므로 계약 형태부터 정리해야 합니다.	依雇佣合同接受指挥监督者按工资所得、以独立身份提供服务者按经营所得代扣代缴。若处理方式与实质不符，问题将波及韩国四大社会保险与退职金，因此应先厘清合同形式。
신고하지 않으면 선입선출법으로 평가하게 됩니다. 원자재 가격 변동이 큰 업종은 어떤 방법을 택하느냐에 따라 매출원가와 세부담이 달라지므로, 사업 초기에 유리한 방법을 정해 신고해 두는 것이 좋습니다.	未申报则按先进先出法计价。在原材料价格波动较大的行业，所选方法不同，销售成本与税负也随之不同，因此宜在开业初期选定有利方法并予以申报。
임차한 매장의 인테리어는 시설장치로 자산 처리한 뒤 내용연수에 걸쳐 상각하는 것이 원칙입니다. 다만 임대차 기간이 정해져 있다면 그 기간에 맞춰 상각할 수 있으므로 계약 조건을 함께 확인해야 합니다.	承租门店的装修，原则上应作为设施装置资本化后按耐用年限计提折旧。但若租赁期限已定，也可按该期限摊销，因此应一并确认合同条件。
수출은 영세율이 적용되어 매출세액이 0이 되지만 신고 의무까지 없어지는 것은 아닙니다. 영세율 첨부서류를 갖춰 정상적으로 신고해야 하며, 서류가 빠지면 영세율 과세표준 신고불성실 가산세가 부과됩니다.	出口适用零税率，销项税额为零，但申报义务并不因此消失。须备妥零税率附件正常申报；若遗漏单证，将课征零税率计税依据申报不实加算税。
플랫폼과 PG사의 정산 내역, 세금계산서·현금영수증 발행 시점을 맞춰야 매출 누락이 생기지 않습니다. 정산 주기와 과세기간이 어긋나는 구간은 매번 같은 방식으로 정리해 두어야 이후 소명이 수월합니다.	须使平台与支付服务商的结算明细同税务发票、现金收据的开具时点相对应，才不会产生销售额遗漏。结算周期与纳税期间错位的区段，每次以相同方式整理，日后说明及举证才会顺畅。
건설업은 감면 대상 업종에 포함됩니다. 다만 사업장 소재지와 기업 규모에 따라 감면율이 달라지고 다른 세액공제와 중복 적용이 제한되는 경우가 있어, 어떤 조합이 유리한지 계산해 보고 선택해야 합니다.	建设业属于减免对象行业。但减免率因营业场所所在地与企业规模而异，且存在不得与其他税额抵免重复适用的情形，因此须计算何种组合更为有利后再作选择。
